"Guid","SBQQ__AdditionalDiscountAmount__c","SBQQ__AdditionalQuantity__c","SBQQ__AllowAssetRefund__c","SBQQ__BatchQuantity__c","SBQQ__BillingFrequency__c","SBQQ__BillingType__c","SBQQ__BlockPrice__c","SBQQ__Bundle__c","SBQQ__BundledQuantity__c","SBQQ__Bundled__c","SBQQ__CarryoverLine__c","SBQQ__ChargeType__c","SBQQ__ComponentCost__c","SBQQ__ComponentDiscountedByPackage__c","SBQQ__ComponentListTotal__c","SBQQ__ComponentSubscriptionScope__c","SBQQ__ComponentTotal__c","SBQQ__ComponentUpliftedByPackage__c","SBQQ__CompoundDiscountRate__c","SBQQ__ConfigurationRequired__c","SBQQ__CostEditable__c","SBQQ__CustomerPrice__c","SBQQ__DefaultSubscriptionTerm__c","SBQQ__Description__c","SBQQ__DiscountScheduleType__c","SBQQ__DiscountSchedule__c","SBQQ__DiscountTier__c","SBQQ__Discount__c","SBQQ__DistributorDiscount__c","SBQQ__DynamicOptionId__c","SBQQ__EarliestValidAmendmentStartDate__c","SBQQ__EndDate__c","SBQQ__Existing__c","SBQQ__Favorite__c","SBQQ__GenerateContractedPrice__c","SBQQ__GrossProfit__c","SBQQ__Group__c","SBQQ__Guidance__c","SBQQ__HasConsumptionSchedule__c","SBQQ__Hidden__c","SBQQ__Incomplete__c","SBQQ__ListPrice__c","SBQQ__MarkupAmount__c","SBQQ__MarkupRate__c","SBQQ__MaximumPrice__c","SBQQ__MinimumPrice__c","SBQQ__NetPrice__c","SBQQ__NonDiscountable__c","SBQQ__NonPartnerDiscountable__c","SBQQ__Number__c","SBQQ__OptionDiscountAmount__c","SBQQ__OptionDiscount__c","SBQQ__OptionLevel__c","SBQQ__OptionType__c","SBQQ__Optional__c","SBQQ__OriginalPrice__c","SBQQ__OriginalQuoteLineId__c","SBQQ__OriginalUnitCost__c","SBQQ__PackageProductCode__c","SBQQ__PackageProductDescription__c","SBQQ__PartnerDiscount__c","SBQQ__PartnerPrice__c","SBQQ__PreviousSegmentPrice__c","SBQQ__PreviousSegmentUplift__c","SBQQ__PriceEditable__c","SBQQ__PricebookEntryId__c","SBQQ__PricingMethodEditable__c","SBQQ__PricingMethod__c","SBQQ__PriorQuantity__c","SBQQ__ProductOption__c","SBQQ__ProductSubscriptionType__c","SBQQ__Product__c","SBQQ__ProrateMultiplier__c","SBQQ__ProratedListPrice__c","SBQQ__ProratedPrice__c","SBQQ__Quantity__c","SBQQ__Quote__c","SBQQ__RegularPrice__c","SBQQ__Renewal__c","SBQQ__RenewedSubscription__c","SBQQ__RequiredBy__c","SBQQ__SegmentIndex__c","SBQQ__SegmentKey__c","SBQQ__SegmentLabel__c","SBQQ__Source__c","SBQQ__SpecialPriceDescription__c","SBQQ__SpecialPriceType__c","SBQQ__SpecialPrice__c","SBQQ__StartDate__c","SBQQ__SubscribedAssetIds__c","SBQQ__SubscriptionBase__c","SBQQ__SubscriptionCategory__c","SBQQ__SubscriptionPercent__c","SBQQ__SubscriptionPricing__c","SBQQ__SubscriptionScope__c","SBQQ__SubscriptionTargetPrice__c","SBQQ__SubscriptionTerm__c","SBQQ__SubscriptionType__c","SBQQ__TaxCode__c","SBQQ__Taxable__c","SBQQ__TermDiscountSchedule__c","SBQQ__TermDiscountTier__c","SBQQ__TermDiscount__c","SBQQ__UnitCost__c","SBQQ__UnproratedNetPrice__c","SBQQ__UpgradedQuantity__c","SBQQ__UpgradedSubscription__c","SBQQ__UpliftAmount__c","SBQQ__Uplift__c","SBQQ__VolumeDiscount__c"
1bea123a-57f9-402a-b3e6-c3b4dad08b74,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,354.99,"#N/A","Forces CO2 into water to create carbonation for sodas<br>No need to turn off CO2 or water to service; maintain electronics without depressurizing the tank<br>115V, 1/3 hp, 1725 RPM motor","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5e000000saIOAAY,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,354.99,"#N/A","#N/A","#N/A","#N/A",354.99,false,false,8.0,"#N/A","#N/A",1.0,Component,false,354.99,"#N/A","#N/A","#N/A","#N/A","#N/A",354.99,"#N/A","#N/A",false,01u5e000001LbcqAAC,false,List,"#N/A",3d1c07af-a135-43f7-b5bc-71614c693637,One-time,573f287b-9b95-4230-ab54-9c8b1ee6d487,1.0,354.99,354.99,1.0,45457970-3aa9-4a5f-aeea-edb5255556f7,354.99,false,"#N/A",a0255dd7-f970-4497-ab3c-b86d1cf55209,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",354.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
1d03ea85-0b49-4cfc-9696-07871bed40f5,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,39.35,"#N/A",10 Gallon Bag in Box Syrup- One time,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5e000000saIJAAY,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,39.35,"#N/A","#N/A","#N/A","#N/A",39.35,false,false,2.0,"#N/A","#N/A",1.0,Component,false,39.35,"#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",false,01u5e000001LbcyAAC,false,List,"#N/A",d2186d7c-8003-4725-92bd-a3d0e5b07ca6,One-time,315a4828-590b-400d-ac7c-66baa093af3c,1.0,39.35,39.35,1.0,94082477-27e2-4f7b-9026-35eee01af8e5,39.35,false,"#N/A",55510073-5797-4e7b-a927-37c2b848e0df,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
29830b2a-a306-4b59-9c92-6a8827cbae68,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,802.8,1.0,9 Gallon Bag in Box Syrup- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5e000000saIJAAY,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,33.45,"#N/A","#N/A","#N/A","#N/A",802.8,false,false,4.0,"#N/A","#N/A",1.0,Component,false,33.45,"#N/A","#N/A","#N/A","#N/A","#N/A",802.8,"#N/A","#N/A",false,01u5e000001LbcXAAS,false,List,"#N/A",a22a6ed4-8e38-42c5-918a-7f35987e9a3e,Renewable,ab7764db-a767-4723-9eb9-c2f64b11c933,24.0,802.8,802.8,1.0,45457970-3aa9-4a5f-aeea-edb5255556f7,802.8,false,"#N/A",a0255dd7-f970-4497-ab3c-b86d1cf55209,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
30e7829b-c2a0-44c3-94e7-7452bd04bfae,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,336.75,"#N/A",A high capacity coffee maker designed for continuous use with direct water line plumbing.,"#N/A","#N/A","#N/A",25.0,"#N/A",a2s5e000000saINAAY,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,449.0,"#N/A","#N/A","#N/A","#N/A",336.75,false,false,8.0,"#N/A","#N/A",1.0,Component,false,449.0,"#N/A","#N/A","#N/A","#N/A","#N/A",336.75,"#N/A","#N/A",false,01u5e000001LbctAAC,false,List,"#N/A",a281d524-3bae-4de2-975c-7be3f772e991,One-time,c7ae84a9-819b-4f9f-9d4b-2c0ab5758251,1.0,449.0,449.0,1.0,6ac9a4e0-0c7b-4c56-94c0-29f5d7ad744e,449.0,false,"#N/A",bf15280e-5d11-42f9-bbd5-ae7bbc3f613f,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",449.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
3730849f-fe84-4ad7-bd85-87b3f14530a5,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,354.99,"#N/A","Forces CO2 into water to create carbonation for sodas
No need to turn off CO2 or water to service; maintain electronics without depressurizing the tank
115V, 1/3 hp, 1725 RPM motor","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5e000000saIOAAY,"#N/A","#N/A",true,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,354.99,"#N/A","#N/A","#N/A","#N/A",354.99,false,false,8.0,"#N/A","#N/A",1.0,Component,false,354.99,"#N/A","#N/A","#N/A","#N/A","#N/A",354.99,"#N/A","#N/A",false,01u5e000001LbcqAAC,false,List,1.0,3d1c07af-a135-43f7-b5bc-71614c693637,"#N/A",573f287b-9b95-4230-ab54-9c8b1ee6d487,1.0,354.99,354.99,1.0,41848e28-732f-4407-b59c-f456a21a4a96,354.99,true,"#N/A",1aedcd41-f39a-4959-ae04-439feedd735c,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",354.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A",0.0,0.0,"#N/A"
3b2b6bfb-3255-48df-bc47-8f10f9a32e7e,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,39.35,"#N/A",12 Gallon Bag in Box Syrup- One time,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5e000000saIJAAY,"#N/A","#N/A",true,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,39.35,"#N/A","#N/A","#N/A","#N/A",39.35,false,false,7.0,"#N/A","#N/A",1.0,Component,false,39.35,"#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",false,01u5e000001LbcbAAC,false,List,1.0,45adbabc-e1cc-45d7-a360-c59a6f18bce8,"#N/A",ffc1f95a-a52d-4b77-8aa3-1df47bba1642,1.0,39.35,39.35,1.0,41848e28-732f-4407-b59c-f456a21a4a96,39.35,true,"#N/A",1aedcd41-f39a-4959-ae04-439feedd735c,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A",0.0,0.0,"#N/A"
3cc1bc61-5c72-4ef7-8f19-26304c1e7454,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,802.8,1.0,7 Gallon Bag in Box Syrup- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5e000000saIJAAY,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,33.45,"#N/A","#N/A","#N/A","#N/A",802.8,false,false,3.0,"#N/A","#N/A",1.0,Component,false,33.45,"#N/A","#N/A","#N/A","#N/A","#N/A",802.8,"#N/A","#N/A",false,01u5e000001LbcfAAC,false,List,"#N/A",db703622-6add-4257-a963-5f9f9e2db956,Renewable,e677fd21-92ab-4e8a-a127-ac76ce25e543,24.0,802.8,802.8,1.0,45457970-3aa9-4a5f-aeea-edb5255556f7,802.8,false,"#N/A",a0255dd7-f970-4497-ab3c-b86d1cf55209,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
3f512df3-f5b4-4997-8aab-4ef4048fdbd3,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,14.24,"#N/A",1 24-count Box of K-Cups Pods- One time,"#N/A","#N/A","#N/A",5.0,"#N/A",a2s5e000000saIKAAY,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,14.99,"#N/A","#N/A","#N/A","#N/A",14.24,false,false,3.0,"#N/A","#N/A",1.0,Component,false,14.99,"#N/A","#N/A","#N/A","#N/A","#N/A",14.24,"#N/A","#N/A",false,01u5e000001Lbd5AAC,false,List,"#N/A",56d04f81-12ee-42a3-ad8b-5cbb803abb57,Renewable,b0235463-a0e4-420e-9259-d1191caadf9e,1.0,14.99,14.99,1.0,2cacb820-ae94-46f8-a00d-bd4befd73c15,14.99,false,"#N/A",40be9f2b-6ad6-4ef4-8bc6-7ef3c3a52e4b,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
404fe77e-6169-44da-b285-efcad96f6b9b,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,3600.0,1.0,Regular cleaning &amp; preventative maintenance to keep your equipment operating optimally.- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5e000000saIMAAY,"#N/A","#N/A",true,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,150.0,"#N/A","#N/A","#N/A","#N/A",3600.0,false,false,4.0,"#N/A","#N/A",1.0,Component,false,150.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,"#N/A","#N/A",false,01u5e000001LbcZAAS,false,List,1.0,eb624b5c-2ba0-42a0-ad44-3a77dbf9ee2a,Renewable,419bcc50-06c3-4423-b389-4df45df55091,24.0,3600.0,3600.0,1.0,41848e28-732f-4407-b59c-f456a21a4a96,3600.0,false,"#N/A",1aedcd41-f39a-4959-ae04-439feedd735c,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",150.0,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",8ea0672a-08f9-4c7d-904e-b1e7fb13b147,0.0,0.0,"#N/A"
40be9f2b-6ad6-4ef4-8bc6-7ef3c3a52e4b,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",true,"#N/A",false,false,"#N/A",0.0,false,598.92,"#N/A",595.92,false,"#N/A",false,false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,0.0,"#N/A","#N/A","#N/A","#N/A",0.0,false,false,1.0,"#N/A","#N/A","#N/A","#N/A",false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",false,01u5e000001Lbd7AAC,false,List,"#N/A","#N/A",One-time,de582aac-3bcd-4bf2-b1be-a7b6e195a81f,1.0,0.0,0.0,1.0,2cacb820-ae94-46f8-a00d-bd4befd73c15,0.0,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
45b283ee-034d-4a03-8544-e334caa58e0b,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,89.96,1.0,"K-Cycle™ bins are bundled in packs of five (5), for offices that brew 24 K-Cup® pods or more a day - 450 K-Cup® pods per bin. Single bins are not available.- Recurring<br> <br>EACH BIN INCLUDES<br>1. Pre-paid UPS return label affixed to bin<br>2. Pre-affixed bag and zip tie seal for brewed K-Cup® pod collection","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5e000000saILAAY,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,89.96,"#N/A","#N/A","#N/A","#N/A",89.96,false,false,6.0,"#N/A","#N/A",1.0,Component,false,89.96,"#N/A","#N/A","#N/A","#N/A","#N/A",89.96,"#N/A","#N/A",false,01u5e000001LbcdAAC,false,List,"#N/A",f05c4fc9-a1bb-4c41-814c-1428c74fdcbe,Renewable,e44cd0ae-930b-4549-ac67-d50a367f8b0b,1.0,89.96,89.96,1.0,6ac9a4e0-0c7b-4c56-94c0-29f5d7ad744e,89.96,false,"#N/A",bf15280e-5d11-42f9-bbd5-ae7bbc3f613f,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",89.96,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
46a377d4-221b-427c-a2f0-fe58d6a9fe5b,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,682.38,1.0,6 Gallon Bag in Box Syrup- Recurring,"#N/A","#N/A","#N/A",15.0,"#N/A",a2s5e000000saIJAAY,"#N/A","#N/A",true,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,33.449999999999996,"#N/A","#N/A","#N/A","#N/A",682.38,false,false,5.0,"#N/A","#N/A",1.0,Component,false,33.45,"#N/A","#N/A","#N/A","#N/A","#N/A",682.38,"#N/A","#N/A",false,01u5e000001LbcWAAS,false,List,1.0,a868de14-3ba3-439a-b29f-b184b1150b75,Renewable,19574031-d73e-4e09-832b-3d2ee66fc1d7,24.0,802.8,802.8,1.0,41848e28-732f-4407-b59c-f456a21a4a96,802.8,false,"#N/A",1aedcd41-f39a-4959-ae04-439feedd735c,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",33.449999999999996,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",bd2cebb3-1836-4201-8959-7f7835434db7,0.0,0.0,"#N/A"
4afa2271-811d-43d3-97f7-be458d69440e,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,283.99,"#N/A","Forces CO2 into water to create carbonation for sodas<br>No need to turn off CO2 or water to service; maintain electronics without depressurizing the tank<br>115V, 1/3 hp, 1725 RPM motor","#N/A","#N/A","#N/A",20.0,"#N/A",a2s5e000000saIOAAY,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,354.99,"#N/A","#N/A","#N/A","#N/A",283.99,false,false,9.0,"#N/A","#N/A",1.0,Component,false,354.99,"#N/A","#N/A","#N/A","#N/A","#N/A",283.99,"#N/A","#N/A",false,01u5e000001LbcqAAC,false,List,"#N/A",3d1c07af-a135-43f7-b5bc-71614c693637,One-time,573f287b-9b95-4230-ab54-9c8b1ee6d487,1.0,354.99,354.99,1.0,94082477-27e2-4f7b-9026-35eee01af8e5,354.99,false,"#N/A",55510073-5797-4e7b-a927-37c2b848e0df,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",354.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
53078041-96f7-450f-a345-9c1a64159ab5,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",true,"#N/A",false,false,"#N/A",0.0,false,3772.69,"#N/A",3662.26,false,"#N/A",false,false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,0.0,"#N/A","#N/A","#N/A","#N/A",0.0,false,false,1.0,"#N/A","#N/A","#N/A","#N/A",false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",false,01u5e000001LbcVAAS,false,List,"#N/A","#N/A",One-time,049442df-d1cb-4066-8577-916103aa1b6c,1.0,0.0,0.0,1.0,7e000ace-a1ad-4d19-bbb6-21d4ff2325b4,0.0,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
5527ad41-168e-45b2-9f36-72a0d4ad7d26,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,14.24,"#N/A",1 24-count Box of K-Cups Pods- One time,"#N/A","#N/A","#N/A",5.0,"#N/A",a2s5e000000saIKAAY,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,14.99,"#N/A","#N/A","#N/A","#N/A",14.24,false,false,4.0,"#N/A","#N/A",1.0,Component,false,14.99,"#N/A","#N/A","#N/A","#N/A","#N/A",14.24,"#N/A","#N/A",false,01u5e000001Lbd3AAC,false,List,"#N/A",71a4fd16-455b-46af-9961-c5e4804cec9a,One-time,b0ce08f6-4427-42c2-9d28-c4b546dcabd0,1.0,14.99,14.99,1.0,2cacb820-ae94-46f8-a00d-bd4befd73c15,14.99,false,"#N/A",40be9f2b-6ad6-4ef4-8bc6-7ef3c3a52e4b,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
55510073-5797-4e7b-a927-37c2b848e0df,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",true,"#N/A",false,false,"#N/A",0.0,false,4323.1900000000005,"#N/A",4252.1900000000005,false,"#N/A",false,false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,0.0,"#N/A","#N/A","#N/A","#N/A",0.0,false,false,1.0,"#N/A","#N/A","#N/A","#N/A",false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",false,01u5e000001LbcVAAS,false,List,"#N/A","#N/A",One-time,049442df-d1cb-4066-8577-916103aa1b6c,1.0,0.0,0.0,1.0,94082477-27e2-4f7b-9026-35eee01af8e5,0.0,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
5d25af52-e800-474f-a47e-a7d50001dde5,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,3189.0,"#N/A",10 Flomatic valves to dispense an assortment of beverages. <br>Ice dispenser holds 200lb of ice.,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5e000000saIOAAY,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,3189.0,"#N/A","#N/A","#N/A","#N/A",3189.0,false,false,6.0,"#N/A","#N/A",1.0,Component,false,3189.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",false,01u5e000001LbcaAAC,false,List,"#N/A",6b57878c-648f-469f-bc4f-5a78fafdfd09,One-time,5a09d673-81e7-4bdd-8678-d4337a2498c9,1.0,3189.0,3189.0,1.0,7e000ace-a1ad-4d19-bbb6-21d4ff2325b4,3189.0,false,"#N/A",53078041-96f7-450f-a345-9c1a64159ab5,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
5d2e6aae-e6a0-44d3-b8fb-d89096b8320d,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,103.21,1.0,8 24-count Boxes of our best selling blends.- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5e000000saIKAAY,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,103.21,"#N/A","#N/A","#N/A","#N/A",103.21,false,false,3.0,"#N/A","#N/A",1.0,Component,false,103.21,"#N/A","#N/A","#N/A","#N/A","#N/A",103.21,"#N/A","#N/A",false,01u5e000001LbcjAAC,false,List,"#N/A",22d44e1d-3b75-46e2-a84e-859b01e167ec,Renewable,2d29fb0c-befb-4ce4-b135-c946312312fd,1.0,103.21,103.21,1.0,6ac9a4e0-0c7b-4c56-94c0-29f5d7ad744e,103.21,false,"#N/A",bf15280e-5d11-42f9-bbd5-ae7bbc3f613f,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",103.21,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
